track_id,song_id,artist_id,artist_name,song_title,genre,dot_1,dot_2,dot_3,centered_1,centered_2,centered_3,corr_1,corr_2,corr_3,cosine_1,cosine_2,cosine_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cosine_1,tfidf_cosine_2,tfidf_cosine_3
TRQSGEL128F4242DFC,SOAXCEO12CF5F873BF,ARHATLI1187FB52C76,Toby Keith,A Little Too Late,country,Lauryn Hill - Interlude 5,Michael Jackson - Man In The Mirror,Rufio - Over It (Acoustic),Lauryn Hill - Interlude 5,Rufio - Over It (Acoustic),Michael Jackson - Man In The Mirror,Smokie - Little Lucy,Zeromancer - My Little Tragedy,Little Walter - Too Late,Smokie - Little Lucy,Zeromancer - My Little Tragedy,Little Walter - Too Late,Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Little Walter - Too Late,Sophie Milman - Undun,Keri Noble - Piece Of My Heart,Little Walter - Too Late,The Quireboys - Misled,SOJA - Here I Am,Little Walter - Too Late,The Quireboys - Misled,SOJA - Here I Am
TRAIMRN128E0791E72,SOAOYPN12CF52D3231,ARHATLI1187FB52C76,Toby Keith,Who's Your Daddy?,country,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Marques Houston - Cancel (Album Version),Eminem - My Darling,Aretha Franklin - Who's Zoomin' Who?,Marques Houston - Cancel (Album Version),Dar Williams - Your Fire Your Soul,Aretha Franklin - Who's Zoomin' Who?,Marques Houston - Cancel (Album Version),Dar Williams - Your Fire Your Soul,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Keri Noble - Piece Of My Heart,Rehab - Chest Pain,Chuck Jackson - (You Can't Let The Boy Overpower) The Man In You,Chuck Jackson - (You Can't Let The Boy Overpower) The Man In You,T-Bone Walker - Evening,Keri Noble - Piece Of My Heart,Chuck Jackson - (You Can't Let The Boy Overpower) The Man In You,Keri Noble - Piece Of My Heart,Rehab - Chest Pain
TRRSVGD128F4242DDC,SORPIQY12A8C13632E,ARHATLI1187FB52C76,Toby Keith,A Woman's Touch,country,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Moxy Fruvous - The Greatest Man In America,MC Paul Barman - Anarchist Bookstore part 1,Billy Gilman - Oklahoma,Moxy Fruvous - The Greatest Man In America,MC Paul Barman - Anarchist Bookstore part 1,Billy Gilman - Oklahoma,Lauryn Hill - Interlude 5,The Isley Brothers - Touch Me,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Isley Brothers - Touch Me,Lauryn Hill - Interlude 5,The Isley Brothers - Contagious,Gentleman - Empress,Nine Inch Nails - The Great Collapse,Etta James - W.O.M.A.N.,Gentleman - Empress,Amy Winehouse - I Heard Love Is Blind,The Specials - Stupid Marriage
TRTXHKL128F4242DD9,SOROSTR12A8C136324,ARHATLI1187FB52C76,Toby Keith,Big Ol' Truck,country,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Michael Jackson - Man In The Mirror,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twiztid - She Ain't Afraid,Mark Wills - She's In Love,Ben Kweller - Magic,Ben E. King - Spanish Harlem (LP Version),Mark Wills - She's In Love,Ben Kweller - Magic,Ben E. King - Spanish Harlem (LP Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Twiztid - She Ain't Afraid,Twiztid - She Ain't Afraid,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Less Than Jake - She's Gonna Break Soon (Radio Edit) (w/o Horns),Joe Bonamassa - One of these Days,Lil' Chris - Figure It Out,Bo Diddley - Diddy Wah Diddy,Joe Bonamassa - One of these Days,Big Bill Broonzy - Big Bill Blues,Little Anthony & The Imperials - Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version)
TRADETN128F148CF19,SOEKKYB12A6D4F81D4,ARHATLI1187FB52C76,Toby Keith,Blue Bedroom,country,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Ayo - Only You,7L & Esoteric - Boxcutter Rap,Stuck Mojo - Suburban Ranger,Ayo - Only You,7L & Esoteric - Boxcutter Rap,Stuck Mojo - Suburban Ranger,Jodeci - My Phone,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Jodeci - My Phone,Jon Secada - Where Do I Go From You,Katie Melua - Blue Shoes,Nina Simone - After You've Gone (live),Roy Orbison - California Blue,Jodeci - My Phone,Nina Simone - After You've Gone (live),Jodeci - My Phone,Roy Orbison - California Blue
TRKKXKG128E0791E74,SOJRPQW12B0B808689,ARHATLI1187FB52C76,Toby Keith,It's All Good,country,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Vanilla Ice - Ice Is Workin' It,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Vanilla Ice - Ice Is Workin' It,Above The Law - Flow On (Move Me No Mountain),Set Your Goals - our ethos: a legacy to pass on,Mack 10 - LBC And The ING (Explicit),Above The Law - Flow On (Move Me No Mountain),Set Your Goals - our ethos: a legacy to pass on,Mack 10 - LBC And The ING (Explicit),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Atmosphere - Hair,Ledisi - Alright,Jodeci - It's Alright,Will.I.Am - She's A Star,Ledisi - Alright,Yellowcard - Believe,The Derek Trucks Band - Revolution,Ledisi - Alright,Yellowcard - Believe,Will.I.Am - She's A Star
TRSSUAV128F148D60F,SOLBJPX12A6D4F901D,ARHATLI1187FB52C76,Toby Keith,Sweet,country,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Common - Book Of Life,Remy Ma - I'm,OutKast - Claimin' True,Common - Book Of Life,OutKast - Claimin' True,Remy Ma - I'm,Lauryn Hill - Interlude 5,Twista - Overdose (Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Mobb Deep - Live Foul,The Game - Black Opera,Twista - Overdose (Album Version),Mobb Deep - Live Foul,Beastie Boys - Futterman's Rule (2009 Digital Remaster),Bone Thugs-N-Harmony - 9mm,Mobb Deep - Live Foul,Bone Thugs-N-Harmony - 9mm,Mack 10 - LBC And The ING (Explicit)
TRFROET128F148CF1F,SOPBTRI12A6D4F81DA,ARHATLI1187FB52C76,Toby Keith,You Shouldn't Kiss Me Like This,country,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Kenickie - I Never Complain,Natasha Bedingfield - Stumble,Lauryn Hill - Interlude 5,Kenickie - I Never Complain,Souls Of Mischief - One,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Momus - Closer To You,Paris Hilton - Not Leaving Without You (Album Version),R. Kelly - Kickin' It With Your Girlfriend,Louise - One Kiss From Heaven,Paris Hilton - Not Leaving Without You (Album Version),New Found Glory - Kiss Me,Louise - One Kiss From Heaven,Louise - One Kiss From Heaven,Paris Hilton - Not Leaving Without You (Album Version),OutKast - The Way You Move
TRFHVTT12903CF7CD9,SOBAAFP12D02198DCD,ARFR3E51187B9A0A85,Sara Evans,A Real Fine Place To Start,country,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Natalie Cole - I'm Catching Hell (Living Here Alone) (Digitally Remastered 02),Black Sabbath - Sweet Leaf,Digital Underground - Sex Packets (LP Version),Natalie Cole - I'm Catching Hell (Living Here Alone) (Digitally Remastered 02),Digital Underground - Sex Packets (LP Version),Black Sabbath - Sweet Leaf,Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,DMX - Keep Your Shit The Hardest,Michael Jackson - Man In The Mirror,Danity Kane - Hold Me Down (Album Version),Shai - Waiting For The Day,Duran Duran - Electric Barbarella (Radio Edit),Little Walter - You're So Fine,Shai - Waiting For The Day,Shai - Waiting For The Day,Duran Duran - Electric Barbarella (Radio Edit),Little Walter - You're So Fine
TRXZNNF12903CA6F9B,SOWEIIN12AB018066C,ARO4WQR1187B9B9825,Kenny Rogers,Endless love,country,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Hello Saferide - Get Sick Soon,Next - I Still Love You,Babyface - Seven Seas,Hello Saferide - Get Sick Soon,Next - I Still Love You,Babyface - Seven Seas,Lauryn Hill - Interlude 5,Aceyalone - Mic Check,Eminem - My Darling,Next - I Still Love You,Hayley Westenra - My Heart Belongs To You,Dru Hill - Share My World,Hayley Westenra - My Heart Belongs To You,Dottie West - Forever Yours,Dru Hill - Share My World,Hayley Westenra - My Heart Belongs To You,Dru Hill - Share My World,Next - I Still Love You
TRTSAUB128E07859FC,SOGBBSX12A6701E426,ARV9LSS1187B98C471,Blake Shelton,Love Gets In The Way (Album Version),country,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Fairground Attraction - Whispers,The Supremes - Stranger In Paradise,Nguru - The Way It Is,Fairground Attraction - Whispers,The Supremes - Stranger In Paradise,Nguru - The Way It Is,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Petey Pablo - Fool For Love,Usher - Roni,The Pharcyde - Passin' Me By,Jeru The Damaja - Me Or The Papes,Bo Diddley - Diddy Wah Diddy,Blink-182 - TV,Wade Hayes - I'm Still Dancin' With You,Bo Diddley - Diddy Wah Diddy,The Pharcyde - Passin' Me By,Blink-182 - TV
TRFMGIO128F42591F0,SOBCKDM12D021B3D99,ARK4ZEK1187B990A4F,George Strait,I'd Like To Have That One Back,country,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Unsung Zeros - Intermission,The Jeff Healey Band - My Little Girl,Con Funk Shun - Electric Lady,Unsung Zeros - Intermission,The Jeff Healey Band - My Little Girl,Con Funk Shun - Electric Lady,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Snoop Dogg - Snoopafella (Edited),Petey Pablo - Fool For Love,Javier - Slow Motion,Snoop Dogg - Snoopafella (Edited),Jesse Johnson - I Want My Girl,Willie Nelson - I Feel Sorry For Him,Emanon - She Thinks,Jesse Johnson - I Want My Girl,Emanon - She Thinks,Willie Nelson - I Feel Sorry For Him
TRDYUVI128E078F725,SOEJDOV12D021B3BD5,ARK4ZEK1187B990A4F,George Strait,Marina Del Rey,country,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Strung Out - Dead Spaces,Cyndi Lauper - Sally's Pigeons,Ben E. King - Spanish Harlem (LP Version),Strung Out - Dead Spaces,Cyndi Lauper - Sally's Pigeons,Bruce Springsteen - Brothers Under The Bridges ('83),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),OutKast - Mainstream,Snoop Dogg - Snoopafella (Edited),Mariah Carey - Joy Ride,Mark Wills - She's In Love,Rupert Hine - The Curious Kind,Gerry Rafferty - The Royal Mile,Mark Wills - She's In Love,Gipsy Kings - El Mauro,Mark Wills - She's In Love,Gerry Rafferty - The Royal Mile,Rupert Hine - The Curious Kind
TRPNLLB128F14956A5,SOPBLAJ12D02193A82,ARK4ZEK1187B990A4F,George Strait,Milk Cow Blues,country,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Clawfinger - Revenge,Barry White - Never Gonna Give You Up,Eminem - My Darling,Barry White - Never Gonna Give You Up,Clawfinger - Revenge,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Snoop Dogg - Snoopafella (Edited),Lauryn Hill - Interlude 5,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),Mississippi Fred McDowell - Louise,Memphis Minnie - Good Morning,Memphis Minnie - Good Morning,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),The Animals - Worried Life Blues,Memphis Minnie - Good Morning,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),Wayne Hancock - Johnson City
TRTDHSB128F422B90F,SOWKMZU12A81C2165A,ARKZ13R1187FB54FEE,Josh Turner,Another Try,country,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Mario Vazquez - Everytime I...,Elizabeth Cotten - When I'm Gone,Clint Black - Killin' Time,David Ball - Blowin' Smoke,Elizabeth Cotten - When I'm Gone,Clint Black - Killin' Time,Sage Francis - Keep Moving,Eminem - 8 Mile,Kanye West - Diamonds From Sierra Leone,Savatage - The Hourglass,Kanye West - Diamonds From Sierra Leone,Sammie - I Like It (Remix),Teena Marie - Dear Lover,Boyz II Men - Amazed,Kristin Chenoweth - Christmas Island,Death In Vegas - Killing Smile,Boyz II Men - Amazed,Death In Vegas - Killing Smile,Sammie - I Like It (Remix)
TREXZYC12903CA281A,SOLDPJZ12AB0186231,ARKZ13R1187FB54FEE,Josh Turner,As Fast As I Could,country,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Common - Book Of Life,Aaron Carter - That's How I Beat Shaq,Mario Vazquez - Everytime I...,Common - Book Of Life,Aaron Carter - That's How I Beat Shaq,Mario Vazquez - Everytime I...,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Petey Pablo - Fool For Love,Tom Petty - Square One (Album Version),Kevon Edmonds - Never Love You,Robert Palmer - Woke Up Laughing,Tom Petty - Square One (Album Version),Alabama - Keepin' Up,Kevon Edmonds - Never Love You,Tom Petty - Square One (Album Version),Kevon Edmonds - Never Love You,Alabama - Keepin' Up
TRDXSGX128F425F173,SOTSNDR12A8AE47599,ARF8HTQ1187B9AE693,Daft Punk,One More Time / Aerodynamic,electronic,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Black Eyed Peas - One Tribe,Fair Warning - Take Me Up,Daft Punk - One More Time (Romanthony's Unplugged),Colbie Caillat - Midnight Bottle,Fair Warning - Take Me Up,Daft Punk - One More Time (Romanthony's Unplugged),Colbie Caillat - Midnight Bottle,Jodeci - It's Alright,Lauryn Hill - Interlude 5,Paris Hilton - Not Leaving Without You (Album Version),Jodeci - It's Alright,Paris Hilton - Not Leaving Without You (Album Version),Justice - D.A.N.C.E [Jackson Remix],Desmond Dekker - Sweet Music,SUPREME BEINGS OF LEISURE - So Much More,Daft Punk - One More Time (Romanthony's Unplugged),Desmond Dekker - Sweet Music,Daft Punk - One More Time (Romanthony's Unplugged),SUPREME BEINGS OF LEISURE - So Much More
TREAQSX128E07818CA,SOAWSML12A6310F1B7,ARF8HTQ1187B9AE693,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Ja Rule - One of Us,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Ja Rule - One of Us,Fractured - One More Time,Hot Tuna - Come Back Baby,Tanya Tucker - One Love At A Time,Fractured - One More Time,Hot Tuna - Come Back Baby,Tanya Tucker - One Love At A Time,Lauryn Hill - Interlude 5,Nelly - Splurge,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ashanti - Rock Wit U (Awww Baby),Nelly - Splurge,The Jacksons - The Hurt,Daft Punk - One More Time / Aerodynamic,K-Ci & JoJo - Baby Come Back,The Jacksons - The Hurt,Daft Punk - One More Time / Aerodynamic,K-Ci & JoJo - Baby Come Back,The Jacksons - The Hurt
TRBVPVV128F425F14F,SOOHYOB12CF5F87A28,ARF8HTQ1187B9AE693,Daft Punk,Touch It / Technologic,electronic,Vanilla Ice - Ice Is Workin' It,Charley Patton - Shake It And Break It,Meat Loaf - If It Aint Broke Break It,Vanilla Ice - Ice Is Workin' It,Charley Patton - Shake It And Break It,Meat Loaf - If It Aint Broke Break It,Devo - Whip It,Robbie Williams - It's De-Lovely,Blossom Dearie - It's Too Good To Talk About Now,Devo - Whip It,Robbie Williams - It's De-Lovely,Blossom Dearie - It's Too Good To Talk About Now,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - Overdose (Album Version),Enrique Iglesias - She Be The One,Juvenile - Around The Way [Explicit Album Version],Obie Trice - Hoodrats,Enrique Iglesias - She Be The One,MU330 - Tune Me Out,T.Rex - The Street And Babe Shadow,Enrique Iglesias - She Be The One,MU330 - Tune Me Out,Archive - Black
TRBROFT128F92F8769,SOYPPAZ12A8C143CD6,ARORMBJ1241B9CDB1A,Ke$ha,Boots &  Boys,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nelly - Splurge,Stephanie McIntosh - Overcome,Carpark North - I And You,Ty Herndon - Pray For Me,Stephanie McIntosh - Overcome,Carpark North - I And You,Ty Herndon - Pray For Me,Ella Fitzgerald - Manhattan,Mariah Carey - Joy Ride,Kelis - Milkshake,Mariah Carey - Joy Ride,Ledisi - Joy,Ella Fitzgerald - Manhattan,Cass McCombs - Jonesy Boy,Ledisi - Joy,Stoa - Infant Joy,Cass McCombs - Jonesy Boy,Ledisi - Joy,Stoa - Infant Joy
TRIIWCU128F92F876A,SOQVJWF12A58A801EF,ARORMBJ1241B9CDB1A,Ke$ha,Animal,electronic,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Bird York - Lovely Thing,Wyclef Jean - Intro,Tanya Tucker - Complicated,Bird York - Lovely Thing,KRS ONE - I'm On The Mic,Tanya Tucker - Complicated,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Hollywood Undead - Undead,Big Bad Voodoo Daddy - Sleep Tight,Bishop Allen - The Monitor,Sugababes - Back When,Modern English - A Viable Commercial,Big Bad Voodoo Daddy - Sleep Tight,Simon & Garfunkel - The 59th Street Bridge Song (Feelin' Groovy),Modern English - A Viable Commercial,Big Bad Voodoo Daddy - Sleep Tight,Bishop Allen - The Monitor
TRVDAHO128F92F231E,SOXUSKK12A8C144F94,AR0IVTL1187B9AD520,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Sleeper - Delicious,Husker Du - You're A Soldier,Patricia Barber - You're The Top,Sleeper - Delicious,Husker Du - You're A Soldier,Patricia Barber - You're The Top,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),DJ Quik - Safe + Sound,Lauryn Hill - Interlude 5,Jamie Foxx - Warm Bed,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Kevin Devine - It's Only Your Life,Swans - Time Is Money (Bastard),Yeah Yeah Yeahs - Dudley,Kevin Devine - It's Only Your Life,Yeah Yeah Yeahs - Dudley,Swans - Time Is Money (Bastard)
TRUGOGT128F92F29E9,SONPGGS12AB0183AD2,AR0WLH6119B8669027,Owl City,Captains and Cruise Ships,electronic,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),MC Paul Barman - Excuse You,Kevin Devine - Fever Moon,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),MC Paul Barman - Excuse You,Kool Moe Dee - Bad Mutha,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Streets - Weak Become Heroes,Eminem - My Darling,The Streets - Weak Become Heroes,Tony Yayo - Dear Suzie,The Kovenant - Spaceman,Katie Melua - faraway voice,The Kovenant - Spaceman,Minnie Driver - Mary,Katie Melua - faraway voice,The Kovenant - Spaceman,The Streets - Weak Become Heroes
